scientific_name,park_name,observations,category,common_names,conservation_status
Viola sheltonii,Great Smoky Mountains National Park,44,Vascular Plant,Shelton's Violet,Não Avaliado
Panicum dichotomiflorum,Yosemite National Park,139,Vascular Plant,"Large Panic Grass, Spreading Panic-Grass",Não Avaliado
Dendroica magnolia,Yellowstone National Park,255,Bird,Magnolia Warbler,Não Avaliado
Euphorbia pubentissima,Bryce National Park,67,Vascular Plant,Dogbane-Leaved Spurge,Não Avaliado
Pseudacris maculata,Yellowstone National Park,253,Amphibian,Boreal Chorus Frog,Não Avaliado
Heterotheca villosa var. nana,Yosemite National Park,140,Vascular Plant,Hairy False Goldenaster,Não Avaliado
Cynoglossum officinale,Yellowstone National Park,250,Vascular Plant,Gypsyflower,Não Avaliado
Cynoglossum officinale,Yellowstone National Park,250,Vascular Plant,"Common Houndstongue, Gypsyflower, Gypsy-Flower, Hound's Tongue, Houndstongue",Não Avaliado
Mustela nivalis,Bryce National Park,96,Mammal,Least Weasel,Não Avaliado
Scutellaria tuberosa,Bryce National Park,97,Vascular Plant,Danny's Skullcap,Não Avaliado
Lithospermum arvense,Great Smoky Mountains National Park,98,Vascular Plant,"Corn Gromwell, Puccoon",Não Avaliado
Meleagris gallopavo,Great Smoky Mountains National Park,44,Bird,Wild Turkey,Não Avaliado
Silene californica,Yosemite National Park,154,Vascular Plant,Indian Pink,Não Avaliado
Carex frankii,Yosemite National Park,146,Vascular Plant,"Frank Sedge, Frank's Sedge",Não Avaliado
Holosteum umbellatum,Great Smoky Mountains National Park,42,Vascular Plant,Jagged Chickweed,Não Avaliado
Stellaria borealis ssp. sitchana,Yellowstone National Park,246,Vascular Plant,Sitka Starwort,Não Avaliado
Carex sartwellii,Yellowstone National Park,261,Vascular Plant,"Sartwell Sedge, Sartwell's Sedge",Não Avaliado
Panicum flexile,Great Smoky Mountains National Park,96,Vascular Plant,Wiry Panicgrass,Não Avaliado
Adoxa moschatellina,Bryce National Park,121,Vascular Plant,Muskroot,Não Avaliado
Symphyotrichum lateriflorum var. lateriflorum,Yosemite National Park,141,Vascular Plant,Calico Aster,Não Avaliado
Sonchus arvensis ssp. uliginosus,Yellowstone National Park,262,Vascular Plant,Moist Sowthistle,Não Avaliado
Rosa canina,Yosemite National Park,122,Vascular Plant,Dog Rose,Não Avaliado
Agrostis hyemalis,Great Smoky Mountains National Park,59,Vascular Plant,"Hairgrass, Winter Bentgrass",Não Avaliado
Pomoxis nigromaculatus,Great Smoky Mountains National Park,68,Fish,Black Crappie,Não Avaliado
Potamogeton praelongus,Bryce National Park,122,Vascular Plant,"Whitestem Pondweed, White-Stem Pondweed",Não Avaliado
Carex densa,Bryce National Park,146,Vascular Plant,Dense Sedge,Não Avaliado
Antennaria media,Bryce National Park,139,Vascular Plant,Rocky Mountain Pussytoes,Não Avaliado
Lamium amplexicaule,Yosemite National Park,107,Vascular Plant,"Common Deadnettle, Henbit",Não Avaliado
Lamium amplexicaule,Yosemite National Park,107,Vascular Plant,"Common Henbit, Giraffehead, Henbit, Henbit Deadnettle",Não Avaliado
Mimulus primuloides,Yellowstone National Park,226,Vascular Plant,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",Não Avaliado
Ophioglossum pusillum,Great Smoky Mountains National Park,64,Vascular Plant,"Northern Adderstongue, Northern Adder's-Tongue",Não Avaliado
Carex pyrenaica,Great Smoky Mountains National Park,69,Vascular Plant,Pyrenean Sedge,Não Avaliado
Geococcyx californianus,Great Smoky Mountains National Park,38,Bird,Greater Roadrunner,Não Avaliado
Ictinia mississippiensis,Great Smoky Mountains National Park,85,Bird,Mississippi Kite,Não Avaliado
Tofieldia glabra,Bryce National Park,70,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Allophyllum gilioides ssp. violaceum,Yosemite National Park,129,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",Não Avaliado
Platanthera psycodes,Yosemite National Park,122,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Não Avaliado
Hieracium cynoglossoides,Bryce National Park,98,Vascular Plant,Houndstongue Hawkweed,Não Avaliado
Catostomus ardens,Great Smoky Mountains National Park,72,Fish,Utah Sucker,Não Avaliado
Gavia immer,Bryce National Park,87,Bird,Common Loon,Species of Concern
Gavia immer,Bryce National Park,87,Bird,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern
Rudbeckia hirta var. pulcherrima,Great Smoky Mountains National Park,56,Vascular Plant,Narrow-Leaved Black-Eyed Susan,Não Avaliado
Rudbeckia hirta var. pulcherrima,Great Smoky Mountains National Park,56,Vascular Plant,"Blackeyed Susan, Pinewoods Coneflower",Não Avaliado
Carex aquatilis var. aquatilis,Yellowstone National Park,266,Vascular Plant,"Leafy Tussock Sedge, Water Sedge",Não Avaliado
Cleome serrulata,Yosemite National Park,141,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",Não Avaliado
Fraxinus quadrangulata,Bryce National Park,58,Vascular Plant,Blue Ash,Não Avaliado
Anacamptodon splachnoides,Yosemite National Park,157,Nonvascular Plant,Anacamptodon Moss,Não Avaliado
Rubus alumnus,Bryce National Park,91,Vascular Plant,"A Bramble, Blackberry",Não Avaliado
Cuscuta californica var. breviflora,Bryce National Park,107,Vascular Plant,"California Dodder, Chaparral Dodder, Western Dodder",Não Avaliado
Trifolium incarnatum,Yosemite National Park,134,Vascular Plant,Crimson Clover,Não Avaliado
Deparia acrostichoides,Yellowstone National Park,210,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort",Não Avaliado
Lupinus benthamii,Great Smoky Mountains National Park,59,Vascular Plant,Spider Lupine,Não Avaliado
Claytonia megarhiza var. megarhiza,Yosemite National Park,144,Vascular Plant,Alpine Springbeauty,Não Avaliado
Jeffersonia diphylla,Great Smoky Mountains National Park,62,Vascular Plant,Twinleaf,Não Avaliado
Luzula acuminata,Yellowstone National Park,255,Vascular Plant,Hairy Woodrush,Não Avaliado
Dichanthelium acuminatum var. fasciculatum,Great Smoky Mountains National Park,88,Vascular Plant,Woolly Panic Grass,Não Avaliado
Potentilla glandulosa ssp. hansenii,Yosemite National Park,188,Vascular Plant,Hansen's Cinquefoil,Não Avaliado
Calamagrostis purpurascens,Great Smoky Mountains National Park,85,Vascular Plant,Purple Reedgrass,Não Avaliado
Carex praeceptorium,Great Smoky Mountains National Park,114,Vascular Plant,Early Sedge,Não Avaliado
Arceuthobium cyanocarpum,Yellowstone National Park,270,Vascular Plant,Limber Pine Dwarf Mistletoe,Não Avaliado
Lolium pratense,Bryce National Park,116,Vascular Plant,"Meadow Fescue, Meadow Ryegrass",Não Avaliado
Nemophila aphylla,Yellowstone National Park,225,Vascular Plant,Nemophila,Não Avaliado
Lythrum hyssopifolia,Great Smoky Mountains National Park,108,Vascular Plant,Hyssop Loosestrife,Não Avaliado
Sasa palmata,Great Smoky Mountains National Park,101,Vascular Plant,Broadleaf Bamboo,Não Avaliado
Sagittaria latifolia var. pubescens,Bryce National Park,127,Vascular Plant,Broad-Leaved Arrowhead,Não Avaliado
Saxifraga caroliniana,Bryce National Park,96,Vascular Plant,Carolina Saxifrage,Species of Concern
Eumeces gilberti,Yellowstone National Park,259,Reptile,Gilbert's Skink,Não Avaliado
Carex bromoides,Yellowstone National Park,251,Vascular Plant,"A Sedge, Sedge",Não Avaliado
Fissidens bryoides,Bryce National Park,124,Nonvascular Plant,Bryoid Fissidens Moss,Não Avaliado
Salix exigua,Yellowstone National Park,245,Vascular Plant,"Coyote Willow, Desert Willow, Narrowleaf Willow, Sandbar Willow",Não Avaliado
Salix exigua,Yellowstone National Park,245,Vascular Plant,Narrow-Leaved Willow,Não Avaliado
Geum aleppicum var. strictum,Yellowstone National Park,260,Vascular Plant,Avens,Não Avaliado
Elymus virginicus var. virginicus,Bryce National Park,95,Vascular Plant,Virginia Wildrye,Não Avaliado
Pyrrocoma apargioides,Bryce National Park,88,Vascular Plant,Alpineflames,Não Avaliado
Hydrangea radiata,Great Smoky Mountains National Park,86,Vascular Plant,"Snowy Hydrangea, White-Leaf Hydrangea",Não Avaliado
Gavia pacifica,Great Smoky Mountains National Park,30,Bird,"Pacific Diver, Pacific Loon",Não Avaliado
Gavia pacifica,Great Smoky Mountains National Park,30,Bird,Pacific Loon,Não Avaliado
Aronia melanocarpa,Great Smoky Mountains National Park,33,Vascular Plant,Black Chokeberry,Não Avaliado
Carex amphibola,Bryce National Park,81,Vascular Plant,Eastern Narrowleaf Sedge,Não Avaliado
Catostomus ardens,Bryce National Park,115,Fish,Utah Sucker,Não Avaliado
Potamogeton pusillus var. tenuissimus,Yellowstone National Park,268,Vascular Plant,Small Pondweed,Não Avaliado
Storeria occipitomaculata occipitomaculata,Yellowstone National Park,244,Reptile,Northern Redbelly Snake,Não Avaliado
Spilogale putorius,Yosemite National Park,133,Mammal,Eastern Spotted Skunk,Não Avaliado
Spilogale putorius,Yosemite National Park,133,Mammal,Spotted Skunk,Não Avaliado
Erodium brachycarpum,Great Smoky Mountains National Park,57,Vascular Plant,Shortfruit Stork's Bill,Não Avaliado
Potamogeton alpinus,Yosemite National Park,164,Vascular Plant,Alpine Pondweed,Não Avaliado
Myotis grisescens,Great Smoky Mountains National Park,26,Mammal,Gray Myotis,Endangered
Lespedeza bicolor,Bryce National Park,67,Vascular Plant,"Japanese Lespedeza, Shrubby Bushclover",Não Avaliado
Melanerpes erythrocephalus,Yosemite National Park,196,Bird,Red-Headed Woodpecker,Não Avaliado
Urocyon cinereoargenteus,Bryce National Park,124,Mammal,"Common Gray Fox, Gray Fox",Não Avaliado
Urocyon cinereoargenteus,Bryce National Park,124,Mammal,Gray Fox,Não Avaliado
Opuntia humifusa,Great Smoky Mountains National Park,68,Vascular Plant,Pricklypear,Não Avaliado
Danthonia epilis,Yosemite National Park,141,Vascular Plant,Oat Grass,Não Avaliado
Mimulus tilingii,Bryce National Park,128,Vascular Plant,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",Não Avaliado
Campylium radicale,Bryce National Park,63,Nonvascular Plant,Campylium Moss,Não Avaliado
Perideridia lemmonii,Bryce National Park,89,Vascular Plant,Lemmon's Yampah,Não Avaliado
Ericameria discoidea var. linearis,Great Smoky Mountains National Park,95,Vascular Plant,Whitestem Goldenbush,Não Avaliado
Celastrus scandens,Yosemite National Park,143,Vascular Plant,Climbing Bittersweet,Não Avaliado
Tamias senex,Yosemite National Park,131,Mammal,"Allen's Chipmunk, Shadow Chipmunk",Não Avaliado
Muhlenbergia glomerata,Yosemite National Park,166,Vascular Plant,"Bristly Muhly, Marsh Muhly, Spiked Muhly",Não Avaliado
Chaetura vauxi,Yellowstone National Park,233,Bird,Vaux's Swift,Species of Concern
Eleocharis quinqueflora,Great Smoky Mountains National Park,43,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge",Não Avaliado
Lithospermum ruderale,Yosemite National Park,167,Vascular Plant,"Western Gromwell, Western Stoneseed, White Stoneseed",Não Avaliado
Rudbeckia hirta var. hirta,Yosemite National Park,190,Vascular Plant,Black-Eyed Susan,Não Avaliado
Agrostis exarata,Great Smoky Mountains National Park,93,Vascular Plant,Spike Bentgrass,Não Avaliado
Spiza americana,Yellowstone National Park,246,Bird,Dickcissel,Não Avaliado
Etheostoma jessiae,Great Smoky Mountains National Park,62,Fish,Blueside Darter,Não Avaliado
Botrychium simplex,Great Smoky Mountains National Park,66,Vascular Plant,Least Moonwort,Não Avaliado
Botrychium simplex,Great Smoky Mountains National Park,66,Vascular Plant,"Least Moonwort, Little Grapefern",Não Avaliado
Lycopodium clavatum,Yellowstone National Park,238,Vascular Plant,"Running Clubmoss, Running Pine",Não Avaliado
Corallorhiza maculata,Yosemite National Park,164,Vascular Plant,"Spotted Coralroot, Summer Coralroot",Não Avaliado
Saxifraga aprica,Yosemite National Park,171,Vascular Plant,Sierra Saxifrage,Não Avaliado
Juncus trifidus,Yellowstone National Park,259,Vascular Plant,Highland Rush,Não Avaliado
Phacelia ramosissima var. latifolia,Yellowstone National Park,224,Vascular Plant,"Branched Scorpion-Weed, Branching Phacelia",Não Avaliado
Catostomus occidentalis,Yosemite National Park,180,Fish,Sacramento Sucker,Não Avaliado
Viola purpurea ssp. venosa,Yosemite National Park,152,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",Não Avaliado
Catoptrophorus semipalmatus,Great Smoky Mountains National Park,77,Bird,Willet,Não Avaliado
Eryngium prostratum,Yosemite National Park,174,Vascular Plant,"Prostrate Eryngo, Rattlesnake-Master",Não Avaliado
Amorpha glabra,Great Smoky Mountains National Park,80,Vascular Plant,"Smooth False Indigo, Smooth Indigobush",Não Avaliado
Paspalum setaceum,Bryce National Park,105,Vascular Plant,Thin Paspalum,Não Avaliado
Viola purpurea ssp. venosa,Yellowstone National Park,259,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",Não Avaliado
Stuckenia filiformis ssp. alpinus,Yosemite National Park,134,Vascular Plant,"Fineleaf Pondweed, Northern Slender Pondweed",Não Avaliado
Lepus townsendii,Yosemite National Park,152,Mammal,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",Não Avaliado
Rubus laciniatus,Bryce National Park,85,Vascular Plant,"Cutleaf Blackberry, Cut-Leaved Blackberry",Não Avaliado
Melanitta deglandi,Bryce National Park,99,Bird,White-Winged Scoter,Não Avaliado
Bupleurum rotundifolium,Bryce National Park,83,Vascular Plant,Hare's Ear,Não Avaliado
Agoseris aurantiaca,Yosemite National Park,146,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Não Avaliado
Phalaropus tricolor,Great Smoky Mountains National Park,101,Bird,Wilson's Phalarope,Não Avaliado
Stuckenia vaginata,Bryce National Park,104,Vascular Plant,Sheathed Pondweed,Não Avaliado
Carex albicans var. albicans,Yellowstone National Park,213,Vascular Plant,Sedge,Não Avaliado
Sanicula graveolens,Yosemite National Park,175,Vascular Plant,"Northern Sanicle, Sierra Sanicle",Não Avaliado
Chrysemys picta picta,Great Smoky Mountains National Park,60,Reptile,Eastern Painted Turtle,Não Avaliado
Erigenia bulbosa,Great Smoky Mountains National Park,60,Vascular Plant,Harbinger Of Spring,Não Avaliado
Veronica peregrina ssp. xalapensis,Bryce National Park,52,Vascular Plant,"Hairy Purslane Speedwell, Neckweed",Não Avaliado
Setaria viridis,Yellowstone National Park,240,Vascular Plant,"Green Bristle Grass, Green Foxtail",Não Avaliado
Setaria viridis,Yellowstone National Park,240,Vascular Plant,"Bottle Grass, Green Bristle Grass, Green Bristlegrass, Green Foxtail, Pigeongrass, Wild Millet",Não Avaliado
Juncus oxymeris,Yosemite National Park,147,Vascular Plant,Pointed Rush,Não Avaliado
Pycnanthemum loomisii,Bryce National Park,100,Vascular Plant,Hoary Mountain-Mint,Não Avaliado
Carex festucacea,Bryce National Park,51,Vascular Plant,Fescue Sedge,Não Avaliado
Helianthus annuus,Yosemite National Park,123,Vascular Plant,Common Sunflower,Não Avaliado
Helianthus annuus,Yosemite National Park,123,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",Não Avaliado
Eupatorium fistulosum,Bryce National Park,107,Vascular Plant,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Não Avaliado
Typha latifolia,Yellowstone National Park,218,Vascular Plant,"Broad-Leaf Cattail, Wideleaf Cattail",Não Avaliado
Typha latifolia,Yellowstone National Park,218,Vascular Plant,"Broadleaf Cattail, Cattail, Common Cattail",Não Avaliado
Mnium marginatum,Yellowstone National Park,265,Nonvascular Plant,Olivegreen Calcareous Moss,Não Avaliado
Coreopsis major,Yellowstone National Park,256,Vascular Plant,Wood Tickseed,Não Avaliado
Piperia colemanii,Yosemite National Park,180,Vascular Plant,Coleman's Piperia,Não Avaliado
Empidonax occidentalis,Yosemite National Park,135,Bird,Cordilleran Flycatcher,Não Avaliado
Elymus canadensis var. canadensis,Bryce National Park,106,Vascular Plant,Canada Wildrye,Não Avaliado
Chrysothamnus viscidiflorus var. viscidiflorus,Yellowstone National Park,277,Vascular Plant,Yellow Rabbitbrush,Não Avaliado
Lupinus fulcratus,Yosemite National Park,143,Vascular Plant,Greenstipule Lupine,Não Avaliado
Sisyrinchium elmeri,Bryce National Park,80,Vascular Plant,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Não Avaliado
Campanula rapunculoides,Yellowstone National Park,251,Vascular Plant,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",Não Avaliado
Coreopsis tinctoria,Great Smoky Mountains National Park,64,Vascular Plant,"Coreopsis, Golden Tickseed",Não Avaliado
Ophisaurus attenuatus longicaudus,Great Smoky Mountains National Park,73,Reptile,Eastern Slender Glass Lizard,Não Avaliado
Cordylanthus rigidus ssp. rigidus,Bryce National Park,116,Vascular Plant,Stiffbranch Bird's Beak,Não Avaliado
Anas crecca,Great Smoky Mountains National Park,60,Bird,Green-Winged Teal,Não Avaliado
Charina bottae,Great Smoky Mountains National Park,73,Reptile,Rubber Boa,Não Avaliado
Charina bottae,Great Smoky Mountains National Park,73,Reptile,Northern Rubber Boa,Não Avaliado
Hypericum pseudomaculatum,Bryce National Park,88,Vascular Plant,False Spotted St. Johnswort,Não Avaliado
Epipactis helleborine,Yellowstone National Park,245,Vascular Plant,Helleborine,Não Avaliado
Epipactis helleborine,Yellowstone National Park,245,Vascular Plant,Broadleaf Helleborine,Não Avaliado
Pontederia cordata,Great Smoky Mountains National Park,107,Vascular Plant,Pickerelweed,Não Avaliado
Tropidocarpum gracile,Yellowstone National Park,274,Vascular Plant,Dobie Pod,Não Avaliado
Himantopus mexicanus,Bryce National Park,131,Bird,Black-Necked Stilt,Não Avaliado
Portulaca oleracea,Yosemite National Park,141,Vascular Plant,Common Purslane,Não Avaliado
Portulaca oleracea,Yosemite National Park,141,Vascular Plant,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",Não Avaliado
Gyrinophilus porphyriticus,Great Smoky Mountains National Park,74,Amphibian,Spring Salamander,Não Avaliado
Crepis tectorum,Bryce National Park,87,Vascular Plant,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",Não Avaliado
Helenium amarum,Bryce National Park,126,Vascular Plant,"Five-Leaf Sneezeweed, Sneezeweed",Não Avaliado
